 0.365, 1.374, 1.369, 2.5, 1.174, 2.005 , 0.0, 0.0, 0.0 , 0.798886, 0.915068 
 0.359, 1.371, 1.371, 2.5, 1.324, 2.027 , 0.0, 0.0, 0.0 , 0.798932, 0.915282 
 0.359, 1.371, 1.371, 2.5, 1.324, 2.027 , 0.0, 0.0, 0.0 , 0.799069, 0.914855 
 0.365, 1.373, 1.367, 2.5, 1.326, 2.027 , 0.00041253725428331786, 0.0, -0.005366412929561193 , 0.798764, 0.914885 
 0.365, 1.373, 1.367, 2.5, 1.326, 2.027 , 0.0017211582339039797, -3.5472355762192379e-08, -0.03235261355547436 , 0.79855, 0.915038 
 0.361, 1.373, 1.374, 2.5, 1.253, 2.036 , 0.0038916311069973177, -3.8515090017987101e-07, -0.0725860837142136 , 0.79855, 0.914946 
 0.275, 1.342, 1.367, 2.5, 1.178, 2.033 , 0.011144375319535348, -4.2853681665064211e-06, -0.1309986617647496 , 0.798749, 0.91519 
 0.275, 1.342, 1.367, 2.5, 1.178, 2.033 , 0.011144375319535348, -4.2853681665064211e-06, -0.1309986617647496 , 0.798749, 0.91519 
 0.275, 1.342, 1.367, 2.5, 1.178, 2.033 , 0.021181450179360531, -1.2717378301213306e-05, -0.10756283721167392 , 0.798718, 0.915068 
 0.275, 1.342, 1.367, 2.5, 1.178, 2.033 , 0.021181450179360531, -1.2717378301213306e-05, -0.10756283721167392 , 0.798718, 0.915068 
 0.263, 1.346, 1.35, 2.5, 1.196, 2.03 , 0.032722463358391539, -2.436789294273595e-05, -0.09758101067120606 , 0.79826, 0.914702 
 0.311, 1.497, 1.349, 2.5, 1.173, 2.032 , 0.038840064670094987, -2.250619598241395e-05, -0.0024042123712320063 , 0.797787, 0.914153 
 0.311, 1.497, 1.349, 2.5, 1.173, 2.032 , 0.045231136086136499, -5.7609144425486663e-06, 0.1745848222579001 , 0.798108, 0.91487 
 0.273, 1.473, 1.325, 2.5, 1.304, 2.058 , 0.051631052516330218, 1.0224570445396256e-05, 0.25515692137377094 , 0.798383, 0.914351 
 0.273, 1.473, 1.325, 2.5, 1.304, 2.058 , 0.05818753316242168, 7.2879261928167128e-06, 0.1562669244530124 , 0.798383, 0.914199 
 0.311, 1.322, 1.302, 2.5, 1.193, 2.079 , 0.064774261833204561, 2.6295237276177891e-05, 0.21114482135367835 , 0.798276, 0.91429 
 0.311, 1.322, 1.302, 2.5, 1.193, 2.079 , 0.0714824829520843, 6.7478989860550874e-05, 0.3607439433742878 , 0.799237, 0.914092 
 0.387, 1.347, 1.295, 2.5, 1.304, 2.082 , 0.078162067405687347, 0.00011684759916755554, 0.4942396692245599 , 0.799924, 0.914733 
 0.387, 1.347, 1.295, 2.5, 1.304, 2.082 , 0.084968057618123011, 0.00018490884479979442, 0.6611254845237983 , 0.800198, 0.914778 
 0.387, 1.347, 1.295, 2.5, 1.304, 2.082 , 0.091689075359327757, 0.00027117132974099233, 0.8400881546938642 , 0.800778, 0.914763 
 0.387, 1.322, 1.282, 2.5, 1.198, 2.109 , 0.10524038973478544, 0.00045108843411191475, 1.0338939077201343 , 0.801022, 0.915404 
 0.387, 1.322, 1.282, 2.5, 1.198, 2.109 , 0.10524038973478544, 0.00045108843411191475, 1.0338939077201343 , 0.801022, 0.915404 
 0.393, 1.296, 1.253, 2.5, 1.198, 2.106 , 0.11898845107015277, 0.00064864658177422613, 1.0902954028629241 , 0.801389, 0.915496 
